"Fullscale_V9_DataCollectSweep1_041026: Design Number","Fullscale_V9_DataCollectSweep1_041026: BaseSize (m)","Fullscale_V9_DataCollectSweep1_041026: BEAVSExtension (mm)","Fullscale_V9_DataCollectSweep1_041026: BEAVSPosition (m)","Fullscale_V9_DataCollectSweep1_041026: FreestreamAltitude (ft)","Fullscale_V9_DataCollectSweep1_041026: FreestreamMach","Fullscale_V9_DataCollectSweep1_041026: FreestreamTemperature (C)","Fullscale_V9_DataCollectSweep1_041026: NumSteps","Fullscale_V9_DataCollectSweep1_041026: Cell Count","Fullscale_V9_DataCollectSweep1_041026: Center of Loads (m)","Fullscale_V9_DataCollectSweep1_041026: Drag BEAVS (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Camera Pod (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Center Body (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Coefficient","Fullscale_V9_DataCollectSweep1_041026: Drag Fins (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Nose (N)","Fullscale_V9_DataCollectSweep1_041026: Drag of all external components (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Tail & Base (N)","Fullscale_V9_DataCollectSweep1_041026: Total Solver CPU Time (s)","Fullscale_V9_DataCollectSweep1_041026: Total Solver Elapsed Time (s)"
474.0,0.03,11.66666666666667,1.23,3600.0,0.21,7.0,470.0,2406754.0,-0.46651347442204044,1.4775418915604064,0.6047651674512183,4.014040872074269,1.0151815492852008,2.851075714816834,-129.2366271623198,15.014895227958043,135.30409874437512,19954.610567999993,2521.994342804998
475.0,0.03,11.66666666666667,1.23,3600.0,0.22,7.0,470.0,2406754.0,-0.4668782653236904,1.6273757737986436,0.6606533976726072,4.361688082027971,1.0167252547172303,3.1018618912871756,-129.15061108723393,16.503990835517897,135.90302277796542,19993.233699000033,2527.409395529002
476.0,0.03,11.66666666666667,1.23,3600.0,0.23,7.0,470.0,2406765.0,-0.46720134363341365,1.7879231140761402,0.7184036927965767,4.735298728611303,1.0154745244760877,3.369608455860707,-129.0607372316036,18.01626294619736,136.46576618645625,20265.925835999973,2577.572759682998
477.0,0.03,11.66666666666667,1.23,3600.0,0.24,7.0,470.0,2406765.0,-0.4675808196739658,1.9494615767188328,0.7812138313038117,5.072525004700686,1.0089476965212987,3.633948080842361,-128.96571379503152,19.490865872860134,137.01943117432597,30454.324465000016,4132.641784936998
478.0,0.03,11.66666666666667,1.23,3600.0,0.25,7.0,470.0,2406765.0,-0.4679324071455479,2.1250296905445127,0.8420005311790812,5.480597123572477,1.0083355153864222,3.92590885655067,-128.86762231070725,21.136111603423593,137.63019771228412,20267.936344999995,2560.2279143639994
479.0,0.03,11.66666666666667,1.23,3600.0,0.26,7.0,470.0,2406765.0,-0.46835565504418,2.305841540167649,0.9089588605753862,5.861781612827012,1.0062423659052717,4.207635710881609,-128.76408068374607,22.813362754408537,138.29322571370295,20396.74685000002,2579.6905011709987
480.0,0.03,11.66666666666667,1.23,3600.0,0.27,7.0,470.0,2406765.0,-0.4687347270591759,2.5005037377094776,0.9741918329094773,6.301904737779249,1.0061163893531049,4.516433422612929,-128.6571052138324,24.59890361735821,138.96297510017945,20289.197119,2576.2353987360016
481.0,0.03,11.66666666666667,1.23,3600.0,0.28,7.0,470.0,2406765.0,-0.4691660361865471,2.697898398999219,1.0448154257309517,6.724184879788142,1.0042194876259225,4.82853966536614,-128.54482825825454,26.404911443349416,139.65430133171947,20007.490304,2525.626779913001
482.0,0.03,11.66666666666667,1.23,3600.0,0.29,7.0,470.0,2406765.0,-0.46961435671167556,2.9042858502958473,1.1183853267033488,7.1519507629372345,1.0006898225942806,5.1400972081136,-128.42764493021022,28.22509958981611,140.3380253719763,20132.507708999998,2544.2945319840005
483.0,0.03,11.66666666666667,1.23,3600.0,0.3,7.0,470.0,2406845.0,-0.47008682174864697,3.1086282916201697,1.196951424233978,7.543153642486011,0.9935188334023255,5.458037770976259,-128.30441620313053,29.98876663982771,140.98641171364184,29647.99265699997,4014.3907815990005
484.0,0.03,11.66666666666667,1.23,3600.0,0.31,7.0,470.0,2406845.0,-0.4705561680170613,3.3341392654166033,1.2738692360211605,8.00760587011775,0.9916858693027146,5.79320654728131,-128.17717665168723,31.96226209255117,141.73061782540157,20398.515910999988,2592.580300209998
485.0,0.03,11.66666666666667,1.23,3600.0,0.32,7.0,470.0,2406901.0,-0.47100780812074483,3.5758629470156365,1.3473392074052501,8.5850518973647,0.997748161987617,6.165766907719579,-128.04613941927127,34.26580065500535,142.63791911477148,20455.45781299998,2584.441319497998
486.0,0.03,11.66666666666667,1.23,3600.0,0.33,7.0,470.0,2406981.0,-0.47150649086853824,3.8316298887939735,1.4187784737492686,9.22301885647787,1.0046600043043812,6.54120200231681,-127.91014806212401,36.69331878063778,143.58883762142386,19735.678573000005,2496.3739185450027
487.0,0.03,11.66666666666667,1.23,3600.0,0.34,7.0,470.0,2407029.0,-0.4720100407408562,4.068683440927106,1.5135794145462411,9.59020548021891,0.9931945403617758,6.89113266534557,-127.7622236903956,38.5063308550898,144.20495354444756,20443.509080999982,2600.1515988540004
488.0,0.03,11.66666666666667,1.23,3600.0,0.35,7.0,470.0,2407085.0,-0.4725692639874594,4.351156326258447,1.5847822967337917,10.307808424475667,1.0039053397934414,7.292403091351015,-127.6144837663985,41.24476446881381,145.3230980963934,27559.994452999996,3705.8081812569994
489.0,0.03,11.66666666666667,1.23,3600.0,0.36,7.0,470.0,2407084.0,-0.47311803625992543,4.616755253340819,1.6743028069866936,10.824608902650446,1.00080295456385,7.6731960657043565,-127.45566385619621,43.50043124150902,146.16723206902293,20061.38330999998,2537.588510939996
490.0,0.03,11.66666666666667,1.23,3600.0,0.37,7.0,470.0,2407109.0,-0.4737038344693705,4.868395716628557,1.7837189761123973,11.127018135207866,0.9859696934065312,8.024101568209904,-127.28531616582083,45.26963717209203,146.75171894175415,21008.558091999992,2655.383190380006
491.0,0.03,11.66666666666667,1.23,3600.0,0.38,7.0,470.0,2407153.0,-0.47432373195851,5.152291360451291,1.8799151484061722,11.63777322517507,0.9826254583354427,8.417416404004186,-127.11206703644942,47.587752833886704,147.6124237322994,20506.335425,2604.350719379003
492.0,0.03,11.66666666666667,1.23,3600.0,0.39,7.0,470.0,2407203.0,-0.474892399575148,5.454273870563382,1.9678087078902167,12.311031095550675,0.9859305518481214,8.857056595051274,-126.93485499162848,50.293925514297314,148.63861023687025,20426.64792300002,2580.531724532004
493.0,0.03,11.66666666666667,1.23,3600.0,0.4,7.0,470.0,2407231.0,-0.4755762767146061,5.7832160069922995,2.0481240572589754,13.14338336489539,0.9968977843812583,9.299229646753744,-126.75376220094203,53.49468342248595,149.97449254752757,20586.707018999998,2596.3694006229966
494.0,0.03,11.66666666666667,1.23,3600.0,0.41,7.0,470.0,2407221.0,-0.4763141308578657,6.044676867759936,2.188349122807277,13.22831886431352,0.9767953246307152,9.633785256147382,-126.55098346070123,55.06951927454341,150.5253726242165,31172.05140100003,4210.338280580001
495.0,0.03,11.66666666666667,1.23,3600.0,0.42,7.0,470.0,2407339.0,-0.4768302635188357,6.400613109807086,2.263182807642063,14.177973015351688,0.9860712869106645,10.166727427455006,-126.3589658184748,58.33737648477276,151.68784594299174,20787.669913999995,2639.351017285999
496.0,0.03,11.66666666666667,1.23,3600.0,0.43,7.0,470.0,2407447.0,-0.47750597470924055,6.795010321926072,2.321047067587072,15.387524844794061,1.0071225223838687,10.724518238466114,-126.16467115765177,62.45384810336033,153.39041878823878,20586.828309000004,2602.0811347589975
497.0,0.03,11.66666666666667,1.23,3600.0,0.4400000000000001,7.0,470.0,2407524.0,-0.4782023546466195,7.081906590247,2.4650343165238446,15.612657438203124,0.9894749320400946,11.126300322188518,-125.94381401746978,64.24660009023246,153.90451544053974,20671.740732000002,2610.0163686039973
498.0,0.03,11.66666666666667,1.23,3600.0,0.4500000000000001,7.0,470.0,2407577.0,-0.47896463731898375,7.454871139211146,2.558425289824461,16.52170063045732,0.9960514382620167,11.635199171736485,-125.73048441007985,67.6467279517056,155.20701613055604,20507.59687499997,2602.7330329130004
499.0,0.03,11.66666666666667,1.23,3600.0,0.46,7.0,470.0,2407560.0,-0.47976672451835084,7.8002872710101325,2.6760034957678025,17.129759110972753,0.9958906033640423,12.093446175873954,-125.50491722709661,70.67524213908038,156.48066331255237,31337.369566000023,4244.4608942970035
500.0,0.03,11.66666666666667,1.23,3600.0,0.47,7.0,470.0,2407649.0,-0.48040806158675026,8.209713124890879,2.7721104112389714,18.082888668387852,1.0000459889590771,12.665363270010188,-125.27858201035272,74.08932937565709,157.63783591148191,20438.101913999973,2582.4379800870006
501.0,0.03,11.66666666666667,1.23,3600.0,0.48,7.0,470.0,2407756.0,-0.4812153055146227,8.512992678447,2.927358213784737,18.301645984890715,0.9856003195581804,13.088482485770498,-125.03248040915965,76.15936365776155,158.36136470402823,20880.68803500001,2635.693177204003
502.0,0.03,11.66666666666667,1.23,3600.0,0.49,7.0,470.0,2407795.0,-0.48197469789618436,8.940975621070391,3.0117371271487756,19.415784213284283,0.9951516423810872,13.690135750656742,-124.79837236668502,80.13484566297089,159.8745853174957,21092.295928000018,2679.944639384997
503.0,0.03,11.66666666666667,1.23,3600.0,0.5,7.0,470.0,2407904.0,-0.48283601096742734,9.330669047618695,3.1553798801807362,20.029666267794806,0.9911446462716194,14.185603732839839,-124.54668522545799,83.10306852855246,160.94843482557636,20595.04785299995,2603.279225640999
504.0,0.03,11.66666666666667,1.23,3600.0,0.51,7.0,470.0,2408004.0,-0.4836172010858644,9.738198189965399,3.276815695587001,20.82182843383738,0.9911153494422181,14.75038336473949,-124.29465530386625,86.45787623237334,162.16530585211035,20738.17989099999,2618.911891532
505.0,0.03,11.66666666666667,1.23,3600.0,0.52,7.0,470.0,2408021.0,-0.48445475516654674,10.236354643333998,3.362224095612792,22.013615524429856,1.0003274358684313,15.387475489026246,-124.04497287969133,90.717041702465,163.76234482975343,30715.687068999992,4136.450068953004
506.0,0.03,11.66666666666667,1.23,3600.0,0.53,7.0,470.0,2408111.0,-0.48540333996981033,10.54747813162509,3.5331381050956785,22.256298018102402,0.9879452925305185,15.829800803756857,-123.76563693731748,93.07319449114739,164.67211636988483,22659.003411000038,2880.831758428003
507.0,0.03,11.66666666666667,1.23,3600.0,0.54,7.0,470.0,2408169.0,-0.48635364702347467,10.92270865281509,3.6932547750481333,22.816003760483405,0.9812648495308284,16.3425057934381,-123.48527696458439,95.96519731571095,165.67600129851058,20769.95756100002,2629.0550972309966
508.0,0.03,11.66666666666667,1.23,3600.0,0.55,7.0,470.0,2408268.0,-0.48731971445153677,11.421496249471167,3.7902415331186523,23.934198925652687,0.9863210363821824,16.970390158140667,-123.20442025370158,100.06533634414646,167.15342973146485,20626.023978000005,2605.615033702001
509.0,0.03,11.66666666666667,1.23,3600.0,0.56,7.0,470.0,2408407.0,-0.4883164367191762,11.894969979729504,3.9088124034483456,24.864909062129655,0.9874727017030023,17.5649797051932,-122.91367536242541,103.85828820284976,168.53829241477445,20832.127882000015,2648.0403178630045
510.0,0.03,11.66666666666667,1.23,3600.0,0.5700000000000001,7.0,470.0,2408319.0,-0.48944333364949316,12.132352591115554,4.150641430909871,24.53817801315579,0.966524365652941,17.909773526632186,-122.58020250218387,105.31798024947292,169.16723718984343,29306.77258200005,3945.552584227999
511.0,0.03,11.66666666666667,1.23,3600.0,0.58,7.0,470.0,2408245.0,-0.49059638609278416,12.436852243854045,4.387550571720542,24.256216871148617,0.9472983961637081,18.302639683482305,-122.2340481966077,106.87664037064646,169.72742919704868,21012.046128000013,2656.0381202650005
512.0,0.03,11.66666666666667,1.23,3600.0,0.59,7.0,470.0,2408427.0,-0.49180982511670496,12.805924182418037,4.600845446043723,24.253858156105824,0.9322699027085928,18.74069929161242,-121.87298235483048,108.83928199590477,170.3109372745553,20643.52585599999,2605.402658582002
513.0,0.03,11.66666666666667,1.23,3600.0,0.6,7.0,470.0,2408374.0,-0.4929923515110613,13.245383681664936,4.773664837491316,24.758663283688126,0.9276598376170949,19.292922649505353,-121.49113886633116,112.00341032759894,171.42391474158032,21009.360378000023,2666.595267773002
514.0,0.03,11.66666666666667,1.23,3600.0,0.61,7.0,470.0,2408410.0,-0.494244852592803,13.68227920472505,4.957750447857815,25.149106191439724,0.9201032419231272,19.811363998093313,-121.06056560707034,114.82494225511766,172.28500802007213,20952.80128999998,2649.0403949439983
515.0,0.03,11.66666666666667,1.23,3600.0,0.62,7.0,470.0,2408526.0,-0.49558389134324504,14.079176493920631,5.165761244910127,25.26947062825815,0.9069161268090461,20.28380934663571,-120.54785917100631,116.92045571412176,172.6700971714034,20977.60156100003,2647.120540769999
516.0,0.03,11.66666666666667,1.23,3600.0,0.63,7.0,470.0,2408654.0,-0.49694911974452405,14.508180877276912,5.3803579391684035,25.710471233731802,0.9017469833072629,20.833468258880643,-119.86388773965588,120.0344172479167,173.4658266785148,29790.607075000014,4018.9148691640053
517.0,0.03,11.66666666666667,1.23,3600.0,0.64,7.0,470.0,2408894.0,-0.49830756498702883,15.000846714068173,5.547806455719347,26.26080280030114,0.9045241651409957,21.424149967032196,-118.742811341842,124.25678507335077,174.76599047807187,20890.904790999986,2647.7198515019954
518.0,0.03,11.66666666666667,1.23,3600.0,0.65,7.0,470.0,2411068.0,-0.4996932456350966,15.597164373068736,5.679777512748053,27.114522114934978,0.9220508360967126,22.07612498858041,-116.9477269754583,130.65365801262104,177.13379599874713,20022.431853000016,2529.6295799760005
519.0,0.03,11.66666666666667,1.23,3600.0,0.66,7.0,470.0,2409123.0,-0.5013067797703094,15.984873625756443,5.931659459856661,27.164404076515822,0.9230516496056673,22.637089975720954,-114.37435171961339,134.8509079085935,177.507232490357,20451.516279,2579.7120370160005
520.0,0.03,11.66666666666667,1.23,3600.0,0.67,7.0,470.0,2409370.0,-0.5029469625580917,16.419099520744158,6.063662683555202,27.303848738325414,0.9274020437871638,23.185654202029596,-111.58359052978577,139.62322487982854,178.23455026495992,20016.011724999982,2537.5847555660034
521.0,0.03,11.66666666666667,1.23,3600.0,0.6799999999999999,7.0,470.0,2409647.0,-0.5045803211203171,16.970959100961515,6.241205383655759,27.757862777641805,0.9408800763405777,23.8063940298573,-108.63233038649913,145.9123587261587,179.76826782054144,28740.059525000044,3867.707739797001
522.0,0.03,11.66666666666667,1.23,3600.0,0.69,7.0,470.0,2409694.0,-0.5063135854464869,17.43623892530746,6.411762410860539,27.977420937457694,0.9491054888937798,24.38591075648315,-105.45018722789503,151.54885630156798,180.7877104993541,20136.52350500003,2541.7009952399994
523.0,0.03,11.66666666666667,1.23,3600.0,0.7,7.0,470.0,2409758.0,-0.5081374072961339,17.82742165278628,6.5675979103635616,28.081744799598013,0.9536180496177059,24.953408669288756,-102.03433859387971,156.71498214277707,181.31914770462018,20123.809724000006,2541.216758242001
524.0,0.03,11.66666666666667,1.23,3600.0,0.71,7.0,470.0,2410128.0,-0.5099631779413144,18.31431697648893,6.637682829190694,28.452985480864534,0.9655204388832344,25.56630941035017,-98.40476530193006,163.2368350401478,182.67030564518356,20190.79697600001,2568.330178464997
525.0,0.03,11.66666666666667,1.23,3600.0,0.72,7.0,470.0,2410349.0,-0.5118014196812838,19.018578151568637,6.519427693885891,29.084893051334298,0.9841360096952001,26.23528998277855,-94.62343083169951,171.10397457088197,184.86921652301407,20037.057038000006,2533.6524208529977
526.0,0.03,11.66666666666667,1.23,3600.0,0.73,7.0,470.0,2410534.0,-0.5137961588361704,19.4225937202205,6.58998746187462,29.121850017470454,0.9886899002412857,26.790562171812617,-90.55012909528342,176.70377440342497,185.3289101273302,20440.66235900003,2581.2106034719995
527.0,0.03,11.66666666666667,1.23,3600.0,0.74,7.0,470.0,2411040.0,-0.515802087978192,19.929959181055995,6.5435092486218815,29.35368029343315,0.9982588136477243,27.405537443187328,-86.29677737861137,183.33551061408775,186.3996018264008,28788.226176000004,3882.9294438819975
528.0,0.03,11.66666666666667,1.23,3600.0,0.75,7.0,470.0,2411072.0,-0.5178693010801116,20.513625635430127,6.480287026645521,29.652354072582817,1.0103456811301383,28.0240719093594,-81.87817838357292,190.6042194927554,187.81205923231047,20557.21942699998,2609.726070153004
529.0,0.03,13.33333333333333,1.23,3600.0,0.1,7.0,470.0,2409818.0,-0.46396651083677676,0.3559546628359226,0.14695363498801053,1.1942295643515162,1.0583623833932336,0.7354004385960695,-129.92488735646617,3.549559037854925,131.04190809354955,20243.45827099998,2560.700840757999
530.0,0.03,13.33333333333333,1.23,3600.0,0.11,7.0,470.0,2409818.0,-0.46412444390200924,0.4479349244612647,0.1761923029644702,1.373408843047635,1.055303608572114,0.8694152000967798,-129.88180658738233,4.2825534734570265,131.29740879026917,20681.549028000023,2611.0605973119987
531.0,0.03,13.33333333333333,1.23,3600.0,0.12,7.0,470.0,2409818.0,-0.4642939264675163,0.5413203133563904,0.20820916353383162,1.5668443383353914,1.0496144512758745,1.0191667237056812,-129.83465660029012,5.069116704109004,131.56823276546785,20560.216062999985,2609.0628983650067
532.0,0.03,13.33333333333333,1.23,3600.0,0.13,7.0,470.0,2409818.0,-0.46448176250141704,0.641507721203611,0.24292733000588063,1.7739925026036696,1.0455453152297647,1.177261524838579,-129.78376159700397,5.926108202333982,131.87418072068624,29821.399749000022,4032.0030375809965
533.0,0.03,13.33333333333333,1.23,3600.0,0.14,7.0,470.0,2409818.0,-0.4646912125014531,0.7368154096980142,0.28065632794100903,1.986790572896881,1.0308973765193619,1.3453240921634952,-129.72901476779006,6.77659472595171,132.15602309104236,20370.858775000008,2574.6939799660004
534.0,0.03,13.33333333333333,1.23,3600.0,0.15,7.0,470.0,2409818.0,-0.4649048927331211,0.868100551366484,0.3198906301346251,2.2352037055135026,1.0405585510184383,1.5284500746964025,-129.67109106882472,7.852158034766864,132.57160414188056,20606.66224399999,2601.9330184269993
535.0,0.03,13.33333333333333,1.23,3600.0,0.16,7.0,470.0,2409818.0,-0.4651300136205222,0.9950264546029713,0.3617735330807848,2.489706079889696,1.0379420743232604,1.7224579487261482,-129.60929033051158,8.911546411509402,132.95187272572136,20137.943280000018,2553.986220696
536.0,0.03,13.33333333333333,1.23,3600.0,0.17,7.0,470.0,2409818.0,-0.46537837154410955,1.1323367295891125,0.4059264567491184,2.761774067900117,1.0386611752519637,1.9270308254392972,-129.54361600965717,10.067270115585822,133.38381804556536,20176.38614899998,2546.5912907580014
537.0,0.03,13.33333333333333,1.23,3600.0,0.18,7.0,470.0,2409818.0,-0.465684814408881,1.2712955044313003,0.45339295647787153,3.027701826882679,1.0331910663774775,2.1280284339844604,-129.47365627702015,11.227049424999345,133.82028698024317,20182.954219000003,2547.0785463190055
538.0,0.03,13.33333333333333,1.23,3600.0,0.19,7.0,470.0,2409818.0,-0.4659586894610789,1.422938295456193,0.5027122751484427,3.326848632402994,1.0335559665098248,2.3538984099581346,-129.40005191665563,12.513568994430633,134.3072232981205,20510.086959000007,2614.222262061004
539.0,0.03,13.33333333333333,1.23,3600.0,0.2,7.0,470.0,2409818.0,-0.4662044791392763,1.5877153372634167,0.5538241580582798,3.6558392380930664,1.0303462847472808,2.600645189045367,-129.32287713099205,13.822392120246361,134.74724532877826,20416.607313999997,2587.884370516002
540.0,0.03,13.33333333333333,1.23,3600.0,0.21,7.0,470.0,2409829.0,-0.46652731783021445,1.7478476792073863,0.6097757415732515,3.939411200457819,1.0178610777581127,2.8329697329147008,-129.24059618493996,15.05452640457806,135.16511823536484,20513.597723999967,2601.633323619998
541.0,0.03,13.33333333333333,1.23,3600.0,0.22,7.0,470.0,2409829.0,-0.46688211523026896,1.9271612837891254,0.6664345839031747,4.280169493856365,1.0196821193273018,3.082720801607446,-129.15506767092543,16.551988134886678,135.75056964265602,31843.24608299999,4349.544455768004
542.0,0.03,13.33333333333333,1.23,3600.0,0.23,7.0,470.0,2409829.0,-0.46723219828578705,2.1196628172944747,0.7238066446113094,4.656372343407068,1.0237846562900308,3.3482642327746954,-129.06590960553316,18.16369896381169,136.3815025312573,20228.232857999974,2569.3589447859986
543.0,0.03,13.33333333333333,1.23,3600.0,0.24,7.0,470.0,2409829.0,-0.46763886945432287,2.3101150962713395,0.7864247362382104,4.998509373062707,1.0202213716529283,3.6081302830722097,-128.9715500979022,19.70865088851796,136.9770214977757,20130.78353199999,2542.7511071329986
544.0,0.03,13.33333333333333,1.23,3600.0,0.25,7.0,470.0,2409829.0,-0.46806230831916407,2.5071297764831826,0.8527694479532119,5.327590007014213,1.0048380406001085,3.87299300877886,-128.87277419662092,21.06279967868656,137.37509163507804,20025.60099699999,2531.408665496002
545.0,0.03,13.33333333333333,1.23,3600.0,0.26,7.0,470.0,2409829.0,-0.4683996305226243,2.738094416193553,0.9141002990223499,5.809499078101248,1.023201810734398,4.186882681589274,-128.7717513039243,23.19786452069241,138.32103934971033,29878.860725,4045.2891562520012
546.0,0.03,13.33333333333333,1.23,3600.0,0.27,7.0,470.0,2409829.0,-0.46871131799128307,2.9589826024917896,0.9837820549651097,6.196690926588277,1.0147128814478379,4.503757738593547,-128.66452746063965,24.809082362803007,138.83039650080397,20207.53948600004,2566.782846543996
547.0,0.03,13.33333333333333,1.23,3600.0,0.28,7.0,470.0,2409840.0,-0.46932231311740064,3.193169750218949,1.0524547928808277,6.614635986922965,1.0167354283097607,4.7846671963052145,-128.55313993093696,26.7340051419474,139.64221734655638,20143.008601999994,2543.3818196759976
548.0,0.03,13.33333333333333,1.23,3600.0,0.29,7.0,470.0,2409872.0,-0.4696006992593787,3.4344776146623657,1.1267113949812868,7.04168733180082,1.0127085746633797,5.1303237048019055,-128.43650258442005,28.564096216379355,140.267398754553,20107.18218000001,2541.7954936360024
549.0,0.03,13.33333333333333,1.23,3600.0,0.3,7.0,470.0,2409920.0,-0.4700335991877664,3.691573945496849,1.2005075904579732,7.514394661750712,1.0127932280672187,5.46428125371925,-128.31564837933973,30.570552615388934,141.0154435433039,20317.785871999993,2577.703852081996
550.0,0.03,13.33333333333333,1.23,3600.0,0.31,7.0,470.0,2409936.0,-0.4705518238248024,3.952729673176846,1.2775485170484362,7.964158004991144,1.0108800460201164,5.7895566071395494,-128.18918377036908,32.58089479256504,141.78608576057815,19839.373766999994,2504.532169873998
551.0,0.03,13.33333333333333,1.23,3600.0,0.32,7.0,470.0,2410024.0,-0.4710307542224656,4.231840436806669,1.3543621223722133,8.488157549412206,1.0133196318056177,6.147852829036621,-128.05813184901675,34.800573758095965,142.636492669485,20225.121721999993,2555.071092623999
552.0,0.03,13.33333333333333,1.23,3600.0,0.33,7.0,470.0,2410056.0,-0.4715384922502698,4.514489873388191,1.4376569694254795,8.975239704823192,1.0122049515200064,6.5021011895303165,-127.92016138636643,36.968883799828234,143.45955744902747,30757.375457000035,4175.843565682003
553.0,0.03,13.33333333333333,1.23,3600.0,0.34,7.0,470.0,2410064.0,-0.4721085436532356,4.79853603492607,1.5245509126918264,9.427315990872556,1.0067966765175203,6.847770514216906,-127.77521729711424,39.03368811881205,144.2107319632189,20457.481501999984,2583.874818172998
554.0,0.03,13.33333333333333,1.23,3600.0,0.35,7.0,470.0,2410072.0,-0.4726891605602822,5.092917707541222,1.614802198015809,9.891230233706896,1.0038437519473802,7.208873734875484,-127.62352087774853,41.242234174268916,145.05793117787803,20793.198472999997,2638.1767672720016
555.0,0.03,13.33333333333333,1.23,3600.0,0.36,7.0,470.0,2410136.0,-0.47319754700940325,5.410941965619865,1.7009566353653833,10.472394096357547,1.0044080801243271,7.602954368479404,-127.4670819724363,43.65712993613759,145.93696484275173,20503.64573300002,2593.603175452001
556.0,0.03,13.33333333333333,1.23,3600.0,0.37,7.0,470.0,2410176.0,-0.47376970445067235,5.739961307973146,1.7884100483838088,11.056387220653267,1.0058877926282856,7.999599948445522,-127.30377652548798,46.184153237805184,146.9035712378374,28404.10181900001,3814.694413999001
557.0,0.03,13.33333333333333,1.23,3600.0,0.38,7.0,470.0,2410168.0,-0.47443311042148595,6.053018876830481,1.8955240046653774,11.424210422509626,0.9955096128669131,8.364388328606475,-127.12928859393922,48.211721973009006,147.60386893433625,20455.339515000014,2581.0641388289973
558.0,0.03,13.33333333333333,1.23,3600.0,0.39,7.0,470.0,2410192.0,-0.47505174870080813,6.385212306255413,1.9975148828506732,11.8619697397427,0.987462905871718,8.758446421741413,-126.94917910946008,50.37209339232872,148.31812915119858,21821.14409399999,2767.949865219999
559.0,0.03,13.33333333333333,1.23,3600.0,0.4,7.0,470.0,2410239.0,-0.4756368551888473,6.775286175547296,2.0776693992186384,12.744011582738407,1.0022874981026444,9.226220315980397,-126.77048660482512,53.783901669111216,149.7312008004516,20469.818189000005,2587.8747562449994
560.0,0.03,13.33333333333333,1.23,3600.0,0.41,7.0,470.0,2410278.0,-0.4763099370621205,7.122332687655866,2.189606363727632,13.195537637654072,0.9953055332819245,9.638638893689631,-126.57670706462284,56.113083127061785,150.54367460895742,20565.333679999985,2594.958204714002
561.0,0.03,13.33333333333333,1.23,3600.0,0.42,7.0,470.0,2410447.0,-0.4768692423527868,7.547110137557459,2.272412306636303,14.073015386967763,1.0044129184468744,10.131697194582632,-126.38477193343306,59.422493431667235,151.78303033935615,20095.355437000002,2538.021871261997
562.0,0.03,13.33333333333333,1.23,3600.0,0.43,7.0,470.0,2410540.0,-0.4775590737088245,7.913803271691996,2.3923212394075453,14.574786608637112,0.9982034326544864,10.574004776697318,-126.17736782520859,61.90075603879145,152.62320796756606,20706.75383699997,2627.027522352997
563.0,0.03,13.33333333333333,1.23,3600.0,0.4400000000000001,7.0,470.0,2410529.0,-0.4783436382766266,8.311510775342946,2.502782688956567,15.173637476942488,0.9975176373591212,11.006778926706637,-125.96598286194045,64.7688128876903,153.74008588168212,30484.14300300002,4118.111740306998
564.0,0.03,13.33333333333333,1.23,3600.0,0.4500000000000001,7.0,470.0,2410570.0,-0.4791081888074571,8.756552217205757,2.6012727015707995,16.01848026219766,1.0040666434797447,11.500921757228463,-125.75345604067566,68.19107976528947,155.06730886776245,20636.562340000004,2603.475158088002
565.0,0.03,13.33333333333333,1.23,3600.0,0.46,7.0,470.0,2410715.0,-0.4797743477528202,9.172335237999421,2.720368226846524,16.62960553415401,1.0003203307009638,11.990110914252304,-125.5289197487652,70.98960603717273,156.0061058726857,20433.06640999998,2582.401203336998
566.0,0.03,13.33333333333333,1.23,3600.0,0.47,7.0,470.0,2410727.0,-0.4806425770937119,9.651704525880834,2.8147534139449957,17.58473254907622,1.0098715726900935,12.525430023275263,-125.30604320855203,74.81726680792764,157.54668950430238,20551.47463699995,2609.448353459998
567.0,0.03,13.33333333333333,1.23,3600.0,0.48,7.0,470.0,2410715.0,-0.4814011656748023,9.986126711263625,2.9869539315790865,17.65726599516068,0.9915280353067415,12.930080439924534,-125.05746945094853,76.61741044447209,158.11445281749266,29153.567094000005,3921.2433854639985
568.0,0.03,13.33333333333333,1.23,3600.0,0.49,7.0,470.0,2410765.0,-0.482142622028042,10.489816448132933,3.084496454069667,18.670117152237168,0.9984753792358481,13.504239859626907,-124.82400039204157,80.40249044044748,159.47782091842237,20905.74535300001,2640.774202451997
569.0,0.03,13.33333333333333,1.23,3600.0,0.5,7.0,470.0,2410884.0,-0.48296900801439785,10.97323030138813,3.2012827629525398,19.449408693773456,0.9986636623684582,14.033675579577713,-124.5781405504737,83.7335045726893,160.65404778547116,20785.156625000018,2631.525674719
570.0,0.03,13.33333333333333,1.23,3600.0,0.51,7.0,470.0,2410871.0,-0.4839503460450257,11.409268250402908,3.3479983008473138,19.966574246134268,0.9977925653736808,14.522800284205214,-124.32119069087432,87.04034920981651,162.11489881910114,22319.587905999964,2839.640817319001
