"Fullscale_V9_DataCollectSweep1_041026: Design Number","Fullscale_V9_DataCollectSweep1_041026: BaseSize (m)","Fullscale_V9_DataCollectSweep1_041026: BEAVSExtension (mm)","Fullscale_V9_DataCollectSweep1_041026: BEAVSPosition (m)","Fullscale_V9_DataCollectSweep1_041026: FreestreamAltitude (ft)","Fullscale_V9_DataCollectSweep1_041026: FreestreamMach","Fullscale_V9_DataCollectSweep1_041026: FreestreamTemperature (C)","Fullscale_V9_DataCollectSweep1_041026: NumSteps","Fullscale_V9_DataCollectSweep1_041026: Cell Count","Fullscale_V9_DataCollectSweep1_041026: Center of Loads (m)","Fullscale_V9_DataCollectSweep1_041026: Drag BEAVS (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Camera Pod (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Center Body (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Coefficient","Fullscale_V9_DataCollectSweep1_041026: Drag Fins (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Nose (N)","Fullscale_V9_DataCollectSweep1_041026: Drag of all external components (N)","Fullscale_V9_DataCollectSweep1_041026: Drag Tail & Base (N)","Fullscale_V9_DataCollectSweep1_041026: Total Solver CPU Time (s)","Fullscale_V9_DataCollectSweep1_041026: Total Solver Elapsed Time (s)"
179.0,0.03,3.333333333333333,1.23,3600.0,0.56,7.0,470.0,2405839.0,-0.4886196936622281,3.6895233917205412,3.929088867951485,24.92174502115526,0.9114522730259254,17.48659333206851,-122.96507915378533,95.86277442587985,168.80090296676943,20692.394400000016,2619.3760805330003
180.0,0.03,3.333333333333333,1.23,3600.0,0.5700000000000001,7.0,470.0,2405646.0,-0.48974073724997685,3.649992367451902,4.210472572288903,24.042799361184297,0.8801560643658085,17.734657218746513,-122.62381250293923,95.90679997054247,168.89269095381005,31665.603989000054,4277.059012939998
181.0,0.03,3.333333333333333,1.23,3600.0,0.58,7.0,470.0,2405842.0,-0.4909175198333688,3.7004305582260524,4.424880669022713,23.9069002809909,0.8627168220326835,18.163336584024112,-122.2838025323826,97.33392973480744,169.42218417492626,21997.449889,2777.5751641569977
182.0,0.03,3.333333333333333,1.23,3600.0,0.59,7.0,470.0,2405702.0,-0.49213487098804665,3.765815740223801,4.629554300374636,23.890382211018682,0.8459517835262822,18.602406671608595,-121.92491127276878,98.76194056533387,169.79869291487697,20808.22380699997,2623.7411763420005
183.0,0.03,3.333333333333333,1.23,3600.0,0.6,7.0,470.0,2405751.0,-0.493284759804545,3.916333461786188,4.785543424615746,24.752700508254787,0.8483013214520572,19.205922961837754,-121.54948412395484,102.42185457990803,171.31083834736842,20860.73263900002,2646.69236602
184.0,0.03,3.333333333333333,1.23,3600.0,0.61,7.0,470.0,2405915.0,-0.4945776271092229,4.010565032262944,4.985468209547725,24.95149951145891,0.8356440815237356,19.685650599157157,-121.11794141302911,104.28480091673282,171.76955897733524,21692.087927000008,2736.676851092001
185.0,0.03,3.333333333333333,1.23,3600.0,0.62,7.0,470.0,2405990.0,-0.49588385934890955,4.118424647236414,5.173943455696678,25.350659212994476,0.8270705002983821,20.225657216526393,-120.61092570638749,106.62668458971434,172.3689257636479,21643.162961999984,2733.173359717001
186.0,0.03,3.333333333333333,1.23,3600.0,0.63,7.0,470.0,2406108.0,-0.4972104440613666,4.247827640669348,5.3554939199031715,25.917768168658473,0.825005631441412,20.80947410491791,-119.92586260286903,109.81913111937305,173.4144298880932,31356.775839999984,4244.322363041998
187.0,0.03,3.333333333333333,1.23,3600.0,0.64,7.0,470.0,2406234.0,-0.49856052542839235,4.402471450574688,5.5256318511544835,26.590483659724146,0.8317611140293506,21.408982064441716,-118.79871739229404,114.26113968133231,175.13228804773132,21163.43203400002,2688.6198508770003
188.0,0.03,3.333333333333333,1.23,3600.0,0.65,7.0,470.0,2406356.0,-0.5000773864283292,4.520326963336578,5.727474485521682,26.827896670352164,0.8315595943581104,21.975217361026598,-116.9601411869391,117.83114184713207,175.74036755383412,21218.666941000007,2679.8833773790025
189.0,0.03,3.333333333333333,1.23,3600.0,0.66,7.0,470.0,2406508.0,-0.5015475692644186,4.712988355063459,5.876189043499757,27.669888226223748,0.853847581725702,22.64694249862028,-114.45940628591177,124.74071376228754,178.2941119247921,20311.03672799999,2564.905817742996
190.0,0.03,3.333333333333333,1.23,3600.0,0.67,7.0,470.0,2406649.0,-0.5032848286620419,4.754090795430078,6.095562809050845,27.45713228313534,0.8475874908467528,23.203325187865723,-111.55688075293328,127.60689889851605,177.65366857596734,21857.817179,2773.7724549090008
191.0,0.03,3.333333333333333,1.23,3600.0,0.6799999999999999,7.0,470.0,2406743.0,-0.5049911128765773,4.86787376522975,6.245291657278058,27.739011504844783,0.8555343879963333,23.823606520078755,-108.62584961857476,132.6768880146834,178.62695418582683,31594.727371999994,4271.271700783005
192.0,0.03,3.333333333333333,1.23,3600.0,0.69,7.0,470.0,2406924.0,-0.5066034194244587,5.10265208925048,6.381092623065312,28.37388271532262,0.8769366577529292,24.38940823206436,-105.46950555347198,140.0252649326417,181.24773482641092,20325.48256600001,2566.3806426250017
193.0,0.03,3.333333333333333,1.23,3600.0,0.7,7.0,470.0,2407140.0,-0.5083971651162298,5.262616066730413,6.462228082262802,28.817140930688353,0.8900549564698456,25.006902570040957,-102.07178515200604,146.2691972589864,182.79209476126994,20470.495810000026,2582.063877019
194.0,0.03,3.333333333333333,1.23,3600.0,0.71,7.0,470.0,2407242.0,-0.5103222761541673,5.311235189447172,6.607072830462501,28.685561257691617,0.8896609479077331,25.578059025873372,-98.41020774301506,150.41156204134904,182.63984148088943,20703.393417999992,2621.6702071580007
