"FullScaleV9_NoCameraTransonicSweep1_041626: Cell Count","FullScaleV9_NoCameraTransonicSweep1_041626: Center of Loads (m)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag BEAVS (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag Camera Pod (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag Center Body (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag Coefficient","FullScaleV9_NoCameraTransonicSweep1_041626: Drag Fins (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag Nose (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag of all external components (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Drag Tail & Base (N)","FullScaleV9_NoCameraTransonicSweep1_041626: Total Solver CPU Time (s)","FullScaleV9_NoCameraTransonicSweep1_041626: Total Solver Elapsed Time (s)"
2047251.0,0.1018957009544195,30.283585448448306,0.0,11.784961139825654,0.47197520478486443,28.80163697073465,-85.82841699046784,178.07858678096346,193.03682021242273,11644.542413999996,1471.073508494001
2051642.0,0.11621763715455821,34.54345084682415,0.0,12.908237394009994,0.5092940613963892,31.710833487892884,-58.45385658471243,218.63444786577992,197.9257827217653,19182.761875999997,2612.959174455999
2065190.0,0.13581450223524352,41.683786506439844,0.0,14.986653735577676,0.5707678306656543,35.40534580335002,-23.568956096955965,276.6096489017806,208.10281895336897,12301.622412000012,1565.6413846110015
2094648.0,0.16143524072841275,51.384341786371685,0.0,17.40326136430212,0.6458316795294147,40.35424423351513,19.515539529168997,350.89272099400944,222.2353340806515,11614.069616999988,1467.4475236480002
2168313.0,0.20115167437461282,60.99124904313133,0.0,19.204378008391487,0.738649523286836,63.87257762070563,71.65134355240508,447.1524712839831,231.43292305934966,11657.684223000015,1472.683980050998
2272334.0,0.23102884587952832,81.37875897127255,0.0,30.535114342784254,0.9665203041919594,82.939658361714,120.22618502955201,635.4060453859767,320.32632868065383,11448.29276199999,1451.3475225709997
2052382.0,0.10229148482145566,38.40577495673575,0.0,10.91406432410736,0.4791951083683398,28.28301079337916,-85.8093040762374,180.80269222931247,189.0091462313276,11242.184963000007,1418.6541091969982
2057565.0,0.11661912842444139,44.67975605257598,0.0,12.33039586498833,0.5224213023980719,31.278386343901417,-58.4125229477217,224.26983085166188,194.39381553791782,15706.714883000008,2108.7502230529985
2069638.0,0.13643350077634006,54.240841496159646,0.0,14.454715223394508,0.5881078494994381,34.94278754344563,-23.524866516090444,285.01309468808114,204.8996169411718,11596.18642000001,1466.7459168319992
2099524.0,0.16220905544096945,67.17470730821894,0.0,16.83231758290103,0.6644083308451347,39.62666887258518,19.570692300768766,360.9857714493225,217.78138538484856,11395.744908000013,1446.3089225389997
2174757.0,0.20168236218008836,80.68718833730064,0.0,19.158919549719833,0.7675414234921736,63.054826809162705,71.72154628921061,464.64261264279656,230.02013165740277,11411.092039999994,1441.111863057
2290553.0,0.24032269288776165,99.20199384357042,0.0,21.04567876090036,0.8925863239306718,73.47750660428034,120.73918249977281,586.8006536381594,272.33629192963554,11914.772736000012,1506.1181820749985
2054305.0,0.10245177341950895,46.35235726730778,0.0,11.06509328039224,0.5031456390698734,28.3762517485851,-85.83068367838798,189.8393463093235,189.87632769142635,11587.582311999993,1468.2785529959988
2058841.0,0.11692298288862868,53.58290626760299,0.0,12.467323986070353,0.5454927160945643,31.393112123652532,-58.428271520126145,234.17413992839704,195.1590690711973,11226.784664,1417.3471353309992
2071068.0,0.13700348128255255,65.0051345224035,0.0,14.997078226450263,0.6163677791721056,35.41775794763431,-23.533404812156487,298.7086269251189,206.82206104078733,16667.278208999982,2247.4206221780005
2101484.0,0.1626107216289218,80.73410089644662,0.0,17.03790099316632,0.6915185597862179,39.96682090684611,19.56452177966282,375.71527807067423,218.4119334945523,12189.459691999995,1536.9986910980003
2172649.0,0.2000616505345537,99.10467772491198,0.0,18.79686343045004,0.7912389191420868,61.409446301742044,71.7138854034445,478.98824397272466,227.9633711121761,12432.976901000002,1568.6243662929992
2284741.0,0.2410138992034749,120.63290592657238,0.0,20.879143147265943,0.9180678161279884,73.20101487549057,120.73606235885434,603.5525978212324,268.1034715130492,12518.233312000006,1585.54908266
2041676.0,0.10126283863304822,2.7024015444225027,0.0,11.805111249649324,0.3893857681058759,28.39401881133334,-85.85457783035422,146.91718250013034,189.87022872507941,20995.474955000023,2697.935259868998
2046396.0,0.11470575973074641,2.9853831079005464,0.0,13.045271260759812,0.42323154584598044,31.17021626763439,-58.4558041294988,181.68873811665554,192.9436716098596,22717.535857000006,2958.2375065890005
2056483.0,0.1341437049057314,3.6424146385455662,0.0,15.469338040289658,0.48706844391661047,35.01651809438654,-23.565528105386594,236.04664458013474,205.48390191229956,22020.92692400002,2857.701533826004
2085620.0,0.15975940610171668,4.439487025859011,0.0,18.18339471205392,0.5584957781008744,40.113103441184364,19.53484375414685,303.44145301803314,221.17062408478893,22439.529409999996,2908.8256150559982
2121806.0,0.197886743958123,5.173384724834971,0.0,20.31596158572091,0.650313099785889,65.05977121920492,71.67987654038859,393.6767039172476,231.44770984709817,18555.535434,2386.087020599002
2210623.0,0.23559279325860644,5.994160076058622,0.0,21.99814318240616,0.751273257652744,72.63023584504441,120.71050835158336,493.89916339984234,272.5661159447498,21430.68488300001,2756.147317245001
2042559.0,0.1009875531858244,4.846122713775099,0.0,11.256359616042076,0.38405395425005806,28.066932443205086,-85.87570210994042,144.9054626750264,186.61175001194457,18814.88136700001,2447.450930535002
2049490.0,0.11479056234093063,5.6277345005336326,0.0,12.88805420485876,0.42697860313904934,31.13143667611801,-58.479566080904675,183.29730940088643,192.1296501002807,19824.81249500001,2555.092212482997
2058115.0,0.13433301134421582,6.878778712251467,0.0,15.279080229306798,0.49183481250103567,34.9853350938926,-23.58878348387523,238.3565567192557,204.80214616768004,18103.993415000004,2316.6376678690012
2079847.0,0.158477341944452,7.891739585755037,0.0,16.67039344786584,0.5407760035779693,38.283937982089924,19.517449833951595,293.8139601358738,211.45043928621138,18372.770967000004,2363.931933799002
2136693.0,0.1982678732932864,9.950680920890065,0.0,20.033883973640595,0.6560444580693644,64.32014967457023,71.65906434067185,397.1462668689246,231.1824879591519,19800.293888000004,2557.3127976110004
2166781.0,0.2363853988813546,11.479987252657999,0.0,21.41630199555775,0.7525087083982804,72.38888928103476,120.69957739940195,494.71136865728573,268.7266127286333,19865.54257600001,2562.763291377999
2038458.0,0.10116065847900542,9.229260415710595,0.0,11.110997223194836,0.39519789650786985,28.045833476345877,-85.85967130523922,149.11012738690332,186.58370757689127,18477.162155000027,2365.9060033669975
2045270.0,0.11507695956986627,10.793657518932617,0.0,12.722390970499118,0.4387640437597893,31.113813415448938,-58.458951904664396,188.35667195442883,192.18576195421252,19379.32954999999,2510.6653210110003
2054189.0,0.13465212156130382,13.211491083767173,0.0,15.08657957214158,0.5043256000517067,34.974651117408094,-23.565227927793448,244.40993284395495,204.70243899843157,18518.039419,2388.160377780999
2080799.0,0.1603970836955799,16.245567073815664,0.0,17.71336901663867,0.5767005135436356,40.02106511692198,19.537447902369117,313.3324344563255,219.81498534658004,17552.68135600001,2268.9074364700023
2114377.0,0.19742841609890616,19.040557080143742,0.0,19.51648728348277,0.6636873634474861,61.107531228214114,71.6848334897167,401.7730132755417,230.42360419398446,16460.29258499998,2089.8379385680014
2148317.0,0.23522970562404064,21.6380327981717,0.0,20.48111119942916,0.7487751820696549,70.29263792142847,120.7216259652719,492.2568881983369,259.1234803140357,19803.889793999995,2558.2146286729994
2039527.0,0.10121007612457102,11.834442237438795,0.0,11.00316251127886,0.4016556346492225,28.037200149778105,-85.8513186929791,151.54666403195392,186.5231778264373,21333.796381999993,2750.5575061659997
2045830.0,0.11515406115852587,13.827027538584467,0.0,12.630101335143646,0.4454138377978323,31.119567286967463,-58.45694179755205,191.21135681751645,192.0916024543729,19974.97645899999,2579.144489433001
2054889.0,0.13472673873777746,16.910949716803945,0.0,14.96615872199149,0.5110375369309381,34.94938233689418,-23.569227561336834,247.66272041162478,204.40545719727197,19123.361105999982,2445.8303425279983
2082602.0,0.16043850497568962,20.832671984652677,0.0,17.575562599314736,0.5842301478750903,40.00478142440823,19.527199551757416,317.42342900242636,219.4832134422933,21546.934708999994,2788.9502729179953
2140209.0,0.1979876702409833,24.848441930330434,0.0,19.64812776091011,0.6783619744616618,63.94124357174479,71.67229760837569,410.6565072374971,230.54639636613607,19690.547001999985,2531.6681304169992
2172917.0,0.23859114336959467,29.63101516470473,0.0,21.344286621111298,0.7814982117490196,72.80116198873114,120.70895477350828,513.7695359838339,269.28411743577846,20098.49108699998,2594.4223915989987
2043477.0,0.10109182380036522,16.856254774960483,0.0,10.855033303676342,0.4141107550456673,27.952866976042934,-85.85613839903561,156.2460427618104,186.43802610616626,18492.647139000004,2373.010920735999
2050387.0,0.11509331713635872,19.750580093388905,0.0,12.465318322455216,0.45831616504375905,31.03719295567008,-58.45889956071693,196.75018675372743,191.95599494293018,19850.079952999997,2556.729064630001
2059017.0,0.1346731334931187,24.190372409103517,0.0,14.772383612308493,0.524377815276554,34.82041221319068,-23.568695747568768,254.1277829312299,203.913310444196,20751.44686800001,2691.8701803749987
2086999.0,0.16043621500460017,29.82090424973741,0.0,17.34985438581405,0.5988818905094215,39.82296864101197,19.529347903617197,325.38400139802417,218.86092621784357,21910.461081999983,2821.6958228450007
2128149.0,0.19837110423429666,35.58982985046832,0.0,19.523513009087416,0.696207112281386,63.978980280608496,71.67285277398501,421.45932674110395,230.69415082695468,16952.203303000006,2152.8165475000005
2193271.0,0.23891792482682178,42.808025343471364,0.0,21.25977882987126,0.8004562940195012,72.76785808139098,120.71058859986661,526.232885208204,268.68663435360367,19721.688774000002,2532.911631384001
2040633.0,0.10148873852359515,19.969112545229095,0.0,10.811295953856,0.4219363782633051,27.920578905966828,-85.8374908746806,159.1986892338056,186.3351927034343,19467.09473399997,2507.3425368269995
2047357.0,0.11549117902761037,23.356878949120077,0.0,12.384998625116243,0.46611575668338273,31.029647941420944,-58.46730143492616,200.09846732670758,191.79424324597645,19329.19097000002,2477.3963963560036
2056506.0,0.13515251759912178,28.530976000438425,0.0,14.660897631672531,0.5326214812705202,34.789200254419754,-23.57487106791291,258.12288818023313,203.71668536161536,15717.145423,2013.443627756
2154616.0,0.2006242670333822,42.03773893591191,0.0,19.41893882441655,0.7079003656552336,64.54449016905036,71.67074253055335,428.53801152817215,230.86610106823997,20833.747659999997,2663.2176475129954
2275334.0,0.23947468297959384,53.002836105813905,0.0,21.934114402889342,0.8365583522330745,73.7389341727652,120.68432406332202,549.9669608818227,280.6067521370323,24641.868402000022,3208.714702717003
2047744.0,0.10199782874537539,27.363434997113774,0.0,11.149510508065253,0.4537068801878481,28.435741259201592,-85.8396578059901,171.18585726019242,190.07682830180192,22904.31664100001,2967.2111863779983
2052174.0,0.11625277585611249,31.74401069837662,0.0,12.60724331361455,0.4960593936383759,31.500566903260715,-58.45394968965821,212.95294773199333,195.55507650639964,22146.182953000003,2877.2659414470036
2065318.0,0.1354385804049902,37.950587243489146,0.0,14.475263698830743,0.5504090697111548,34.68152764324121,-23.55249765631573,266.7432383980005,203.18835746875519,17760.259604999985,2274.296802319998
2090336.0,0.161299969690017,46.601096174989564,0.0,16.951268334212262,0.625409266310193,39.591430022025854,19.509005794936265,339.79683274495625,217.14403241879234,20847.052965000017,2700.255612290998
2130854.0,0.19989637696473217,55.63458944503769,0.0,19.088058884596496,0.7240613486474554,62.84442539064056,71.64132379807559,438.3213028666602,229.1129053483098,20282.93634200001,2610.9351330409972
2194369.0,0.23995118085780703,67.55814012183582,0.0,20.933911220306957,0.8335265221873212,72.51997056263619,120.67372683539591,547.9737868829948,266.2880381428199,19882.44967900001,2563.8019503180003
2047744.0,0.1017814831803078,29.727953917452016,0.0,10.554784276336513,0.44501426472734235,27.730625327091975,-85.83439986541894,167.90609031281048,185.72712665734892,17860.053684999973,2285.211625502
2052827.0,0.11590652115553539,34.36884093001433,0.0,12.116453459534275,0.4890000554412507,30.802905285552473,-58.43995616875712,209.92244997830952,191.0742064719655,19813.317674000013,2556.169092981998
2063598.0,0.13555666223090693,41.62916838841436,0.0,14.348755267765526,0.5562664273922231,34.515902415471686,-23.54706450644392,269.58187359186365,202.63511202665597,18611.607434000012,2395.680356283998
2091111.0,0.16164956785890128,52.017126960416896,0.0,16.839417950877042,0.6351132480983309,39.482928243638746,19.537911959622136,345.06919190918484,217.19180679462997,21503.548278000035,2792.4747992319976
2131697.0,0.19666579027339082,62.21230072549121,0.0,18.02840119234376,0.7152031649307952,55.61332792180181,71.67870885015216,432.9588696488511,225.42613095906216,17914.078590999998,2280.9045289220035
2204599.0,0.24018852022950982,76.1524235534341,0.0,20.50661802152475,0.8377940633254792,71.9842885882507,120.723764211126,550.7793372954986,261.41224292116317,19579.321648999976,2516.835175806002
2047962.0,0.1018790997558396,34.79372466484435,0.0,10.429884026355673,0.4575152868273571,27.716582552346043,-85.84881943826336,172.6227879831954,185.5314161779127,18993.051185000022,2452.7757815829996
2053102.0,0.11606714689943498,40.36201586741057,0.0,11.981077128097821,0.5014981732678008,30.736629635686388,-58.449666295894325,215.28775717014514,190.65770083484466,19803.20359399999,2554.3243000099988
2062701.0,0.13594483020297327,49.13530717409486,0.0,14.168964491354568,0.5707353941306319,34.6054850734548,-23.559348817910877,276.59392927274394,202.24352135175056,20985.162579000007,2684.299233097
2091484.0,0.16201493410218532,60.434809907123515,0.0,16.665456844357756,0.6502523525999977,39.692922100927014,19.53876010594717,353.294557341666,216.96260838331054,17738.998605000015,2292.375638963
2123644.0,0.19891392869748234,72.03626661947769,0.0,18.333017274833082,0.7395744663587873,58.28998973637291,71.68215563165008,447.71239932479415,227.37097006246046,19434.98594200001,2505.2249881269986
2198057.0,0.24069868748749323,87.89769511462522,0.0,20.529691712876744,0.8642785256603728,73.29032323072161,120.71784381537364,568.1906502326414,265.75509635904405,19990.72739600002,2574.1349044139993
2052244.0,0.10171338336740571,39.34726446322306,0.0,10.238281771680374,0.46979489795854623,27.870714609433485,-85.85445708655823,177.25594619636618,185.65414243858743,17357.256766000013,2212.9384127649996
2057167.0,0.11592707189749951,45.91748514131355,0.0,11.73546627513684,0.5151961579376728,31.056071516959776,-58.456893798702204,221.16815425736047,190.91602512265248,18584.31832700001,2396.8804260290003
2067015.0,0.13579344195546186,55.72207843246237,0.0,13.942012328914632,0.5833276212719556,34.62505067256053,-23.568047155207374,282.6964657881443,201.9753715094141,18402.831549,2369.849104645
2095680.0,0.16198366581616197,67.06196410296263,0.0,16.29249834463364,0.6613283417214312,39.66926078059618,19.52854198016357,359.31235436790007,216.76008915954407,19763.792236999987,2541.198391974999
2137280.0,0.19831353091039322,79.04977514816876,0.0,18.014577419325583,0.7509952326885083,58.726039379838916,71.66945808930582,454.62613002831836,227.16627999167926,18058.18613399998,2298.9913469780004
2187343.0,0.23881395516783432,95.53760620156528,0.0,19.717284684642767,0.8615324297310929,71.82163233919461,120.70022988737749,566.3853224530733,258.6085693402932,20446.409942000017,2634.0531087670015
