"SupSonicSweep5_013026: Design Number","SupSonicSweep5_013026: BEAVSExtension (mm)","SupSonicSweep5_013026: BEAVSPosition (m)","SupSonicSweep5_013026: FreestreamAltitude (ft)","SupSonicSweep5_013026: FreestreamMach","SupSonicSweep5_013026: FreestreamTemperature (C)","SupSonicSweep5_013026: NumSteps","SupSonicSweep5_013026: Cell Count","SupSonicSweep5_013026: Center of Loads (m)","SupSonicSweep5_013026: Drag BEAVS (N)","SupSonicSweep5_013026: Drag Center Body (N)","SupSonicSweep5_013026: Drag Coefficient","SupSonicSweep5_013026: Drag Fins (N)","SupSonicSweep5_013026: Drag Nose (N)","SupSonicSweep5_013026: Drag of all external components (N)","SupSonicSweep5_013026: Drag Tail & Base (N)","SupSonicSweep5_013026: Total Solver CPU Time (s)","SupSonicSweep5_013026: Total Solver Elapsed Time (s)"
1.0,5.0,1.4,3600.0,0.1,7.0,470.0,1243060.0,-0.6979042247774859,0.10932051421125534,1.215039907836628,0.8618414677835784,0.49398797833180597,-129.9240195427683,2.8904628690234997,130.99613401141212,13391.519224000007,845.9067010309999
2.0,5.0,1.4,3600.0,0.11,7.0,470.0,1243060.0,-0.6980632565072885,0.1345921464928186,1.3761487505514425,0.8553875508021098,0.5861752756029558,-129.88085351435737,3.471269213033466,131.2552065547436,13694.130344999989,868.3929154859992
3.0,5.0,1.4,3600.0,0.12,7.0,470.0,1243060.0,-0.6982369600550647,0.1636649995697488,1.558651972810095,0.8572002785378727,0.6883083102034624,-129.8339395211475,4.1398517764511675,131.56316601501533,13655.762268999999,859.4598279279996
4.0,5.0,1.4,3600.0,0.13,7.0,470.0,1243060.0,-0.698428734242229,0.19306454959532235,1.7341683973841844,0.8426371320331261,0.7917995119115534,-129.78284338469223,4.776032895939445,131.83984382174063,13398.24370499998,843.2103645120005
5.0,5.0,1.4,3600.0,0.14,7.0,470.0,1243060.0,-0.6986339939895635,0.22814193931890062,1.9379198867158138,0.8447887376211991,0.908725311993894,-129.72813076998398,5.553211245173511,132.2065548771289,13854.393451999991,871.3728969149997
6.0,5.0,1.4,3600.0,0.15,7.0,470.0,1243060.0,-0.698855324405182,0.2654497058535514,2.149534495931062,0.8426414374526017,1.0308851571424433,-129.6694356669752,6.358655865203397,132.58222217325152,13549.098069000016,852.8396384799995
7.0,5.0,1.4,3600.0,0.16,7.0,470.0,1243060.0,-0.6990945041824771,0.30410347824308015,2.3635979961921936,0.835462335282684,1.1572323397695787,-129.60693596299498,7.173099116146703,132.95510126493684,13560.20261300001,852.6325714829999
8.0,5.0,1.4,3600.0,0.17,7.0,470.0,1243060.0,-0.6993462083620666,0.3498503754925671,2.6154568635874367,0.8403841752174663,1.2959756281428727,-129.54081293348776,8.14546138275138,133.4249914490163,13761.070728000008,865.977479782
9.0,5.0,1.4,3600.0,0.18,7.0,470.0,1243060.0,-0.6996170157468216,0.3923239314384811,2.8441493045806254,0.8300660044549553,1.4320099653645413,-129.47051480054174,9.019814786728617,133.82184638588674,13585.939993000013,853.7667530220001
10.0,5.0,1.4,3600.0,0.19,7.0,470.0,1243060.0,-0.6999003955555894,0.4500207798946044,3.1547602919150672,0.8431447668138915,1.5879339210041934,-129.39684382117827,10.20820405831256,134.41233288667695,13706.441661000013,862.794203152
11.0,5.0,1.4,3600.0,0.2,7.0,470.0,1243060.0,-0.7001995771436907,0.5093204158108131,3.4676112816616538,0.8485735010452935,1.747003025164629,-129.31828438430392,11.383857881503639,134.97820754317044,14232.758740999987,894.9345450149995
12.0,5.0,1.4,3600.0,0.21,7.0,470.0,1243081.0,-0.700519018072362,0.5586658341423776,3.7184425582961507,0.838072155127203,1.9018116859563095,-129.23595748290717,12.395384462576306,135.45242186708865,14192.745222000003,893.091338619
