"SupSonicSweep2_BEAVS_012726: Design Number","SupSonicSweep2_BEAVS_012726: BEAVSExtension (mm)","SupSonicSweep2_BEAVS_012726: BEAVSPosition (m)","SupSonicSweep2_BEAVS_012726: FreestreamAltitude (ft)","SupSonicSweep2_BEAVS_012726: FreestreamMach","SupSonicSweep2_BEAVS_012726: FreestreamTemperature (C)","SupSonicSweep2_BEAVS_012726: NumSteps","SupSonicSweep2_BEAVS_012726: Cell Count","SupSonicSweep2_BEAVS_012726: Center of Loads (m)","SupSonicSweep2_BEAVS_012726: Drag BEAVS (N)","SupSonicSweep2_BEAVS_012726: Drag Center Body (N)","SupSonicSweep2_BEAVS_012726: Drag Coefficient","SupSonicSweep2_BEAVS_012726: Drag Fins (N)","SupSonicSweep2_BEAVS_012726: Drag Nose (N)","SupSonicSweep2_BEAVS_012726: Drag of all external components (N)","SupSonicSweep2_BEAVS_012726: Drag Tail & Base (N)","SupSonicSweep2_BEAVS_012726: Total Solver CPU Time (s)","SupSonicSweep2_BEAVS_012726: Total Solver Elapsed Time (s)"
39.0,15.0,1.4,3600.0,0.48,7.0,470.0,1248295.0,-0.7154392578126822,10.26616058128177,15.583438877317075,0.8628053660243782,8.5451867272519,-124.67669366130258,66.67074506060948,156.9526525360613,14061.668425,1770.3567308669983
40.0,15.0,1.4,3600.0,0.49,7.0,470.0,1248422.0,-0.71626482175878,10.59986296051526,15.920745941929784,0.8563778144299414,8.868085178865638,-124.40302887753332,68.96004695760313,157.97438175382572,14401.935884999995,1814.1587995290001
41.0,15.0,1.4,3600.0,0.5,7.0,470.0,1248543.0,-0.7171347420151989,10.729729696730756,15.949577869281821,0.8377431186528395,9.155107913533005,-124.12132078772947,70.24103299212226,158.52793830030615,14811.58173199999,1871.4478590150015
42.0,15.0,1.4,3600.0,0.51,7.0,470.0,1248801.0,-0.7180510565923621,11.278368331104142,16.65512673839635,0.8390397261040814,9.517393148394477,-123.83855142015207,73.19187704476194,159.579540247019,14210.831997999983,1792.516133325
43.0,15.0,1.4,3600.0,0.52,7.0,470.0,1249007.0,-0.7189792919640463,11.744892359473331,17.254513532297754,0.8378758386622133,9.87439009365719,-123.54776204566384,75.98473726897261,160.6587033292082,17919.14067700001,2358.848652849997
44.0,15.0,1.4,3600.0,0.53,7.0,470.0,1249340.0,-0.7198887334210092,12.91152397037663,18.818743415641144,0.8635021708238566,10.295371598557246,-123.25747574374394,81.3495505229447,162.58138728211364,16688.759949999992,2183.173915363
45.0,15.0,1.4,3600.0,0.54,7.0,470.0,1249380.0,-0.7209007380140201,12.759185063305218,18.44429503595388,0.8362385868102394,10.589191480442242,-122.94121018634448,81.78199904401521,162.93053765065835,14393.057880000004,1823.6182152519987
46.0,15.0,1.4,3600.0,0.55,7.0,470.0,1249843.0,-0.7219102888610932,13.862961643785974,19.788573003060627,0.8538602602003504,11.007365385698424,-122.62631923319772,86.62677868176502,164.59419788241772,14995.937410000002,1890.3943240949975
47.0,15.0,1.4,3600.0,0.56,7.0,470.0,1249946.0,-0.7229602998290288,13.995037897453297,19.816815325294115,0.8393896939049,11.336955262771784,-122.29107935219231,88.2835308699976,165.42580173667073,18194.17687899999,2359.888973414999
48.0,15.0,1.4,3600.0,0.5700000000000001,7.0,470.0,1250357.0,-0.724034077012849,14.12744415810386,19.917798611817776,0.8249532222074936,11.662631153403293,-121.94052135376963,89.8915849933012,166.1242324237459,20718.255592999983,2740.64184065
