"SupSonicSweep2_012726: Design Number","SupSonicSweep2_012726: BEAVSExtension (mm)","SupSonicSweep2_012726: BEAVSPosition (m)","SupSonicSweep2_012726: FreestreamAltitude (ft)","SupSonicSweep2_012726: FreestreamMach","SupSonicSweep2_012726: FreestreamTemperature (C)","SupSonicSweep2_012726: NumSteps","SupSonicSweep2_012726: Cell Count","SupSonicSweep2_012726: Center of Loads (m)","SupSonicSweep2_012726: Drag BEAVS (N)","SupSonicSweep2_012726: Drag Center Body (N)","SupSonicSweep2_012726: Drag Coefficient","SupSonicSweep2_012726: Drag Fins (N)","SupSonicSweep2_012726: Drag Nose (N)","SupSonicSweep2_012726: Drag of all external components (N)","SupSonicSweep2_012726: Drag Tail & Base (N)","SupSonicSweep2_012726: Total Solver CPU Time (s)","SupSonicSweep2_012726: Total Solver Elapsed Time (s)"
39.0,0.0,1.4,3600.0,0.48,7.0,470.0,1243380.0,-0.7158544749881485,0.04177521337704977,16.163445359679795,0.748606075843393,8.553662309943663,-124.69698977810532,57.84633104839534,157.78443794350017,14537.677311000007,1835.2079913050015
40.0,0.0,1.4,3600.0,0.49,7.0,470.0,1243512.0,-0.7167199135055825,0.04300194499664674,16.87404891524226,0.7502413766153657,8.893769210303155,-124.42741797605078,60.41338260890329,159.029980514412,17228.503925,2261.490244786998
41.0,0.0,1.4,3600.0,0.5,7.0,470.0,1243519.0,-0.7175941584519098,0.04339107317449225,17.21476695227786,0.7413298032601128,9.220963409320463,-124.14854809392487,62.157205483911135,159.8266321430632,13814.80934800001,1738.811629803999
42.0,0.0,1.4,3600.0,0.51,7.0,470.0,1243781.0,-0.7185802511437989,0.04473608876345665,17.979644671551906,0.7397476722983061,9.570143119262454,-123.86762517852097,64.53034223589317,160.8034435348364,18041.358399000004,2346.265633140003
43.0,0.0,1.4,3600.0,0.52,7.0,470.0,1243774.0,-0.719507742428088,0.04604003581795092,18.708302334539344,0.7414281537292364,9.935492057347258,-123.57874823073178,67.23815255836206,162.1270663613893,14781.728338999996,1865.7503244359982
44.0,0.0,1.4,3600.0,0.53,7.0,470.0,1243892.0,-0.7204340749453828,0.045801139614377,18.70222190699295,0.7266435575241318,10.253790861189005,-123.27548889158705,68.45625731152882,162.72993229531951,14465.323813000008,1821.9437689080012
45.0,0.0,1.4,3600.0,0.54,7.0,470.0,1244054.0,-0.7214614133528411,0.04782629323749443,19.787704969674266,0.735498968674063,10.642967497777985,-122.97282074982684,71.92992155793189,164.42424354706898,18198.613895000006,2385.0322794909985
46.0,0.0,1.4,3600.0,0.55,7.0,470.0,1244169.0,-0.7224870263453687,0.0488618766767748,20.377418350346204,0.7329091429323886,11.00310001865314,-122.65470148936257,74.35591170825646,165.58123295194287,18033.86479199998,2345.7324210329994
47.0,0.0,1.4,3600.0,0.56,7.0,470.0,1244232.0,-0.723517775744758,0.04938674109013002,20.771556863779423,0.7275523657123801,11.361809057906672,-122.32245368660665,76.5209439719257,166.66064499575612,13898.807007999998,1752.4528895540013
48.0,0.0,1.4,3600.0,0.5700000000000001,7.0,470.0,1244366.0,-0.7246034425751127,0.05032202117070868,21.406300223801974,0.7263003457221824,11.740562450316771,-121.97659768005758,79.14180768146412,167.92122066623224,14755.215737999977,1856.2124359450013
49.0,0.0,1.4,3600.0,0.58,7.0,470.0,1244420.0,-0.725701449392447,0.050983835628002315,21.805645069140926,0.7206734973360889,12.103378373129509,-121.61067926072728,81.3082366774475,168.95890866027636,18159.972529999995,2390.525909350003
50.0,0.0,1.4,3600.0,0.59,7.0,470.0,1244521.0,-0.7268440493508386,0.05188006205796399,22.362719445888747,0.7189759370474302,12.487107346590255,-121.22613101633061,83.93795030089615,170.2623744626898,16930.280652000027,2184.2945213779985
51.0,0.0,1.4,3600.0,0.6,7.0,470.0,1244764.0,-0.7280478670658851,0.05333022691388543,23.178166284168373,0.720653085129771,12.889428912011878,-120.82083029019266,87.00991454472816,171.70981941182671,13749.272518000005,1729.5009271539986
